track_id,tempo,energy,danceability,loudness,valence,acousticness,instrumentalness,speechiness,liveness
TRACK_0001,0.0,0.4622,0.8229,0.15607803901950978,0.6191,0.6124,0.009113001215066828,0.2700386489665602,0.1654
TRACK_0002,0.0,0.7419,0.3712,0.4322161080540271,0.2652,0.0429,0.052247873633049814,0.12686943370862042,0.027
TRACK_0003,0.0,0.2138,0.1682,0.5142571285642821,0.3748,0.9698,0.13628999594977723,0.006049403461603091,0.1684
TRACK_0004,0.0,0.648,0.8637,0.12206103051525774,0.5229,0.1849,0.10378695828270554,0.004369013611157788,0.4321
TRACK_0005,0.0,0.3811,0.6644,0.18509254627313654,0.564,0.3182,0.5304779262859457,0.20030247017308017,0.5049
TRACK_0006,0.0,0.8219,0.5823,0.8289144572286143,0.1333,0.0,0.06703118671526934,0.044026214081666945,0.1408
TRACK_0007,0.0,0.2986,0.7412,0.19859929964982492,0.8908,0.1522,0.0008100445524503847,0.22685262981011592,0.2209
TRACK_0008,0.0,0.7103,0.7242,0.863431715857929,0.4509,0.1518,0.1482381530984204,0.05360443622920517,0.0118
TRACK_0009,0.0,0.4177,0.4789,0.47223611805902954,0.6463,0.6107,0.019339813689752933,0.16753486808939674,0.2575
TRACK_0010,0.0,0.5929,0.724,0.025512756378189172,0.5659,0.4457,0.017314702308626972,0.004032935641068727,0.1821
TRACK_0011,0.0,0.42,0.5797,0.7558779389694849,0.3745,0.7353,0.03948967193195625,0.010418417072760882,0.0616
TRACK_0012,0.0,0.7252,0.8958,0.8929464732366184,0.6129,0.2386,0.11776022681247468,0.2211393043186019,0.4076
TRACK_0013,0.0,0.2447,0.3309,0.8609304652326164,0.1273,0.6912,0.001012555690562981,0.09578222147538229,0.0972
TRACK_0014,0.0,0.3555,0.3659,0.5192596298149075,0.86,0.3363,0.18438639125151884,0.060494034616030916,0.6422
TRACK_0015,0.0,0.8737,0.4385,0.03701850925462724,0.4106,0.4481,0.14287160793843662,0.09359771466980339,0.0095
TRACK_0016,0.0,0.7217,0.7541,0.9859929964982492,0.4657,0.1138,0.042122316727420006,0.149554696689632,0.2581
TRACK_0017,0.0,0.3663,0.7005,0.5362681340670337,0.6426,0.3574,0.014378290805994329,0.24214417744916822,0.0696
TRACK_0018,0.0,0.9248,0.8548,0.6453226613306654,0.5769,0.1511,0.02906034831915755,0.1574525289867249,0.088
TRACK_0019,0.0,0.8557,0.3756,0.8779389694847424,0.2794,0.3387,0.04526123936816524,0.14468156612334063,0.3059
TRACK_0020,0.0,0.5886,0.5913,0.9009504752376188,0.2652,0.2693,0.15228837586067234,0.05528482607965047,0.0773
TRACK_0021,0.0,0.7082,0.7934,0.08404202101050529,0.7459,0.721,0.026731470230862694,0.30734330364644596,0.1678
TRACK_0022,0.0,0.3762,0.1975,0.7123561780890446,0.685,0.9074,0.04110976103685702,0.05259620231893799,0.247
TRACK_0023,0.0,0.4945,0.4419,0.3676838419209605,0.7994,0.8733,0.04678007290400971,0.03730465467988573,0.6502
TRACK_0024,0.0,0.8879,0.4141,0.5772886443221611,0.5576,0.2209,0.10297691373025515,0.02890270542765921,0.2307
TRACK_0025,0.0,0.6929,0.5224,0.9289644822411206,0.5928,0.0777,0.08485216686917779,0.45689800033607797,0.5965
TRACK_0026,0.0,0.5821,0.8577,0.16958479239619817,0.4816,0.3568,0.12363304981773997,0.36951772811292216,0.2143
TRACK_0027,0.0,0.5174,0.7954,0.7413706853426714,0.3214,0.2087,0.1813487241798299,0.16266173752310537,0.0802
TRACK_0028,0.0,0.4055,0.7451,0.5117558779389695,0.807,0.6671,0.10571081409477522,0.21492186187195428,0.1889
TRACK_0029,0.0,0.6914,0.7377,0.09404702351175587,0.4366,0.723,0.13112596192790604,0.004537052596202318,0.1128
TRACK_0030,0.0,0.0817,0.4336,0.8229114557278641,0.436,0.6878,0.06784123126771972,0.017980171399764742,0.133
TRACK_0031,0.0,0.6342,0.8316,0.5317658829414709,0.6933,0.0624,0.11816524908869987,0.13611157788606956,0.2331
TRACK_0032,0.0,0.8015,0.5163,0.4392196098049025,0.3243,0.2048,0.012454434993924665,0.0031927407158460755,0.5917
TRACK_0033,0.0,0.4257,0.5099,0.25012506253126565,0.3531,0.57,0.12100040502227621,0.16820702402957485,0.1943
TRACK_0034,0.0,0.4066,0.6277,0.3561780890445222,0.7887,0.551,0.21537059538274603,0.001680389850445303,0.0222
TRACK_0035,0.0,0.7733,0.843,0.47373686843421714,0.6381,0.0388,0.028857837181044958,0.07612166022517224,0.0915
TRACK_0036,0.0,0.6311,0.6493,0.5032516258129065,0.4622,0.1317,0.29485621709194004,0.14417744916820702,0.032
TRACK_0037,0.0,0.2494,0.6533,0.5757878939469735,0.61,0.1186,0.0746253543944917,0.13829608469164847,0.1103
TRACK_0038,0.0,0.5819,0.8178,0.19609804902451233,0.8728,0.3703,0.010935601458080195,0.013947235758696018,0.0033
TRACK_0039,0.0,0.2661,0.6757,0.023511755877938967,0.4233,0.1498,0.25587282300526526,0.04419425306671147,0.0226
TRACK_0040,0.0,0.8342,0.9243,0.2821410705352677,0.7663,0.1934,0.02966788173349534,0.18635523441438415,0.296
TRACK_0041,0.0,0.7175,0.7641,0.9314657328664333,0.5317,0.3033,0.29688132847306603,0.07494538732986053,0.2502
TRACK_0042,0.0,0.5888,0.8062,0.32016008004002006,0.7362,0.2018,0.3430538679627379,0.06587128213745588,0.002
TRACK_0043,0.0,0.7589,0.7344,0.4487243621810906,0.769,0.1616,0.052754151478331304,0.053268358259116105,0.2009
TRACK_0044,0.0,0.4656,0.4801,0.4417208604302152,0.4182,0.6451,0.33211826650465776,0.05780541085531843,0.0224
TRACK_0045,0.0,0.3001,0.7188,0.7013506753376688,0.2708,0.5328,0.011441879303361683,0.2315577213913628,0.2205
TRACK_0046,0.0,0.2569,0.3467,0.8134067033516759,0.462,0.7906,0.44684082624544347,0.573517055956982,0.252
TRACK_0047,0.0,0.5422,0.7587,0.9069534767383692,0.8451,0.2466,0.017922235722964763,0.09090909090909091,0.0021
TRACK_0048,0.0,0.7318,0.4428,0.9624812406203103,0.6042,0.2271,0.07138517618469015,0.044866409006889596,0.3653
TRACK_0049,0.0,0.3565,0.8298,0.8914457228614308,0.8789,0.1085,0.11391251518833535,0.6659384977314737,0.0138
TRACK_0050,0.0,0.721,0.7854,0.45472736368184097,0.6312,0.5414,0.15006075334143376,0.11762728953117123,0.4166
TRACK_0051,0.0,0.9785,0.6992,0.3536768384192096,0.4301,0.074,0.13304981773997568,0.01058645605780541,0.6597
TRACK_0052,0.0,0.8903,0.684,0.6848424212106055,0.4167,0.4753,0.02693398136897529,0.32481935809107715,0.3112
TRACK_0053,0.0,0.8649,0.6991,0.8664332166083042,0.4928,0.5294,0.006986634264884568,0.0031927407158460755,0.085
TRACK_0054,0.0,0.7674,0.843,0.9704852426213108,0.6159,0.2053,0.2803766707168894,0.24466476222483619,0.1138
TRACK_0055,0.0,0.4904,0.4504,1.0,0.8053,0.1395,0.8649250708788983,0.10872122332381112,0.2638
TRACK_0056,0.0,0.603,0.6201,0.6183091545772887,0.6571,0.0,0.06733495342243823,0.015795664594185847,0.2004
TRACK_0057,0.0,0.5642,0.7248,0.5612806403201602,0.7965,0.4641,0.31784123126771974,0.06906402285330197,0.0259
TRACK_0058,0.0,0.2201,0.7153,0.13656828414207112,0.6929,0.5342,0.0022276225192385582,0.0576373718702739,0.1605
TRACK_0059,0.0,0.4746,0.5406,0.7838919459729865,0.4438,0.7329,0.07675172134467396,0.13039825239455552,0.357
TRACK_0060,0.0,0.8647,0.3809,0.45922961480740376,0.5445,0.7486,0.5943701903604698,0.09090909090909091,0.0718
TRACK_0061,0.0,0.5635,0.8304,0.3456728364182091,0.462,0.194,0.3448764682057513,0.08603596034279953,0.1982
TRACK_0062,0.0,0.7553,0.3786,0.12056028014007003,0.3382,0.0185,0.09376265694613203,0.030751134263149047,0.0815
TRACK_0063,0.0,0.9447,0.7835,0.9214607303651826,0.5928,0.095,0.009619279060348318,0.04318601915644429,0.2954
TRACK_0064,0.0,0.7238,0.4015,0.6188094047023512,0.4593,0.2465,0.06986634264884568,0.08317929759704251,0.2477
TRACK_0065,0.0,0.7892,0.7874,0.44772386193096547,0.8739,0.5195,0.11553260429323611,0.03696857670979667,0.0565
TRACK_0066,0.0,0.4641,0.311,0.12006003001500742,0.348,0.3255,0.335965978128797,0.12065199126197276,0.2046
TRACK_0067,0.0,0.3488,0.602,0.7458729364682342,0.2477,0.7616,0.08586472255974079,0.017980171399764742,0.0601
TRACK_0068,0.0,0.8875,0.5928,0.606303151575788,0.8383,0.0,0.04110976103685702,0.014115274743740547,0.0299
TRACK_0069,0.0,0.2524,0.3069,0.8974487243621811,0.2472,0.6611,0.012656946132037262,0.09964711813140648,0.0951
TRACK_0070,0.0,0.4085,0.3673,0.17108554277138577,0.4747,0.7856,0.16778047792628592,0.3559065703243152,0.1465
TRACK_0071,0.0,0.0996,0.4615,0.4257128564282141,0.5341,0.6506,0.10763466990684488,0.03696857670979667,0.022
TRACK_0072,0.0,0.6476,0.5697,0.5327663831915959,0.5035,0.0,0.008100445524503848,0.05478070912451689,0.026
TRACK_0073,0.0,0.2444,0.8445,0.6818409204602301,0.7669,0.3256,0.2168894289185905,0.1213241472021509,0.1148
TRACK_0074,0.0,0.4883,0.4919,0.12456228114057022,0.7814,0.7507,0.19937221547185094,0.374222819694169,0.036
TRACK_0075,0.0,0.663,0.7644,0.7958979489744873,0.6009,0.3752,0.03422438234102875,0.023693496891278774,0.0323
TRACK_0076,0.0,0.4315,0.5352,0.39269634817408705,0.4922,0.4188,0.25759416767922233,0.07746597210552848,0.0852
TRACK_0077,0.0,0.4955,0.7078,0.8999499749874939,0.9853,0.1522,0.07351154313487242,0.10502436565283146,0.4265
TRACK_0078,0.0,0.637,0.3643,0.1395697848924462,0.6394,0.7579,0.23997569866342647,0.1297260964543774,0.1372
TRACK_0079,0.0,0.8257,0.7337,0.7443721860930466,0.4182,0.2062,0.005164034021871203,0.11309023693496892,0.2587
TRACK_0080,0.0,0.5979,0.8629,0.22961480740370188,0.4611,0.393,0.19461320372620494,0.17072760880524282,0.1845
TRACK_0081,0.0,0.412,0.6615,0.9089544772386193,0.1711,0.6339,0.13294856217091938,0.06855990589816838,0.1116
TRACK_0082,0.0,0.8631,0.3843,0.01800900450225107,0.5541,0.5104,0.3123734305386796,0.3612838178457402,0.1499
TRACK_0083,0.0,0.6877,0.8074,0.6068034017008505,0.3068,0.5951,0.08383961117861481,0.1789615190724248,0.4903
TRACK_0084,0.0,0.7092,0.8437,0.05502751375687853,0.7548,0.4546,0.06196840826245443,0.2179465636027558,0.0008
TRACK_0085,0.0,0.1982,0.1318,0.3471735867933967,0.4347,0.8735,0.20311867152693397,0.08065871282137456,0.0458
TRACK_0086,0.0,0.5167,0.3775,0.9154577288644323,0.5489,0.2235,0.06834750911300122,0.11645101663585952,0.1801
TRACK_0087,0.0,0.6097,0.6693,0.750375187593797,0.5618,0.586,0.03574321587687322,0.30667114770626785,0.0413
TRACK_0088,0.0,1.0,0.6693,0.40120060030015003,0.0181,0.4083,0.12454434993924665,0.02234918501092253,0.0361
TRACK_0089,0.0,0.1389,0.2633,0.15607803901950978,0.7705,0.5834,0.1911705143782908,0.14434548815325154,0.0049
TRACK_0090,0.0,0.7296,0.3408,0.6528264132066033,0.4239,0.1099,0.041312272174969626,0.013779196773651485,0.0502
TRACK_0091,0.0,0.8053,0.8033,0.2051025512756378,0.8819,0.1067,0.052652895909275,0.3043186019156444,0.0024
TRACK_0092,0.0,0.633,0.7147,0.5907953976988495,0.2867,0.0,0.04738760631834751,0.13123844731977818,0.0948
TRACK_0093,0.0,0.5918,0.7045,0.1400700350175088,0.4307,0.1211,0.3081206966383151,0.08956477902873466,0.4049
TRACK_0094,0.0,0.7599,0.5339,0.6338169084542271,0.3881,0.1157,0.04526123936816524,0.019828600235254578,0.3242
TRACK_0095,0.0,0.8891,0.5891,0.9149574787393697,0.3906,0.2202,0.019036046982584043,0.11510670475550328,0.0577
TRACK_0096,0.0,0.5879,0.6583,0.1370685342671335,0.3445,0.6808,0.3497367355204536,0.27793648126365317,0.1638
TRACK_0097,0.0,0.5998,0.5322,0.047023511755878045,0.1641,0.4739,0.02764277035236938,0.17980171399764747,0.0156
TRACK_0098,0.0,0.6566,0.5372,0.71935967983992,0.2903,0.0,0.05356419603078169,0.11208200302470173,0.1163
TRACK_0099,0.0,0.7792,0.7722,0.26263131565782893,0.7901,0.047,0.13730255164034022,0.006721559401781212,0.1235
TRACK_0100,0.0,0.6178,0.4838,0.7283641820910456,0.2746,0.6396,0.10388821385176183,0.1564442950764577,0.1027
TRACK_0101,0.0,0.7562,0.7238,0.590295147573787,0.7445,0.2949,0.06804374240583232,0.012602923878339774,0.4487
TRACK_0102,0.0,0.6681,0.4161,0.806903451725863,0.4739,0.2065,0.1633252328878088,0.15812468492690304,0.3405
TRACK_0103,0.0,0.3395,0.1309,0.5682841420710356,0.4615,0.8144,0.3752531389226407,0.004369013611157788,0.2152
TRACK_0104,0.0,0.417,0.348,0.31915957978989506,0.4039,0.9194,0.26812474686107735,0.004705091581246849,0.1633
TRACK_0105,0.0,0.6679,0.7129,0.7253626813406704,0.5543,0.1767,0.010226812474686106,0.050579734498403625,0.1396
TRACK_0106,0.0,0.5524,0.8844,0.23311655827913957,0.6066,0.3302,0.0037464560550830293,0.274071584607629,0.0039
TRACK_0107,0.0,0.8123,0.5909,0.3506753376688344,0.7591,0.7573,0.2213446739570676,0.0687279448832129,0.1177
TRACK_0108,0.0,0.892,0.4971,0.23911955977988997,0.0983,0.0,0.017820980153908466,0.05847756679549656,0.0609
TRACK_0109,0.0,0.4074,0.4285,0.4282141070535268,0.2125,0.1295,0.07371405427298501,0.15274743740547805,0.0443
TRACK_0110,0.0,0.865,0.7325,0.9449724862431216,0.4923,0.1626,0.0956865127582017,0.127373550663754,0.0329
TRACK_0111,0.0,0.675,0.8292,0.17658829414707355,1.0,0.2434,0.037869582827055485,0.027390354562258443,0.2722
TRACK_0112,0.0,0.4451,0.3318,0.9954977488744373,0.8187,0.7784,0.02906034831915755,0.06755167198790119,0.2556
TRACK_0113,0.0,0.5251,0.8271,0.5372686343171587,0.6766,0.1172,0.13649250708788982,0.116282977650815,0.0173
TRACK_0114,0.0,0.8142,0.4461,0.862431215607804,0.8221,0.1907,0.25182260024301334,0.14283313728785077,0.1441
TRACK_0115,0.0,0.6988,0.6542,0.496248124062031,0.5038,0.0,0.012859457270149857,0.033103680053772476,0.2069
TRACK_0116,0.0,0.1279,0.693,0.6783391695847925,0.6186,0.3808,0.1266707168894289,0.041505629305998985,0.3796
TRACK_0117,0.0,0.4386,0.5463,0.6803401700850426,0.5215,0.8731,0.14641555285540706,0.18753150730969584,0.0311
TRACK_0118,0.0,0.8166,0.7795,0.33516758379189593,0.7781,0.1205,0.2066626164439044,0.023189379936145185,0.3066
TRACK_0119,0.0,0.7825,0.5791,0.9814907453726864,0.4009,0.1045,0.15178209801539083,0.040161317425642745,0.1809
TRACK_0120,0.0,0.9495,0.482,0.9634817408704353,0.3697,0.1267,0.0635884973673552,0.13426314905057973,0.484
TRACK_0121,0.0,0.2718,0.8155,0.7083541770885443,0.2475,0.5815,0.0106318347509113,0.1169551335909931,0.0764
TRACK_0122,0.0,0.6624,0.7653,0.02201100550275148,0.5448,0.1941,0.05933576346699068,0.08990085699882372,0.2649
TRACK_0123,0.0,0.5667,0.9681,0.7953976988494248,0.1102,0.0,0.1797286350749291,0.033271719038817,0.0155
TRACK_0124,0.0,0.5183,0.5766,0.4197098549274638,0.1906,0.7166,0.1545159983799109,0.06771971097294573,0.0577
TRACK_0125,0.0,0.8888,0.5251,0.03101550775387696,0.361,0.7259,0.1601863102470636,0.061502268526298094,0.3596
TRACK_0126,0.0,0.4258,0.3757,0.7713856928464233,0.374,0.7905,0.2829080599432968,0.19206855990589816,0.1771
TRACK_0127,0.0,0.3795,0.4864,0.12506253126563283,0.708,0.7365,0.17567841231267717,0.07528146529994958,0.0403
TRACK_0128,0.0,0.5441,0.3353,0.31065532766383197,0.3883,0.5074,0.09224382341028756,0.0011762728953117123,0.0135
TRACK_0129,0.0,0.2822,0.0164,0.8604302151075538,0.5721,0.5124,0.22985014175779667,0.00504116955133591,0.1179
TRACK_0130,0.0,0.6884,0.7016,0.5597798899449725,0.6455,0.4382,0.0015188335358444715,0.05276424130398252,0.1313
TRACK_0131,0.0,0.6903,0.6682,0.6898449224612306,0.5938,0.0298,0.24493722154718509,0.029742900352881865,0.033
TRACK_0132,0.0,0.8276,0.3302,0.7143571785892947,0.5216,0.2812,0.24574726609963546,0.055452865064695,0.3036
TRACK_0133,0.0,0.8781,0.7737,0.7318659329664833,0.5122,0.399,0.012960712839206155,0.008065871282137456,0.0511
TRACK_0134,0.0,0.3117,0.7795,0.18209104552276145,0.8831,0.2534,0.23683677602268122,0.14417744916820702,0.1241
TRACK_0135,0.0,0.9728,0.5154,0.6803401700850426,0.474,0.1038,0.011340623734305387,0.0038648966560241972,0.0536
TRACK_0136,0.0,0.8137,0.7689,0.3461730865432716,0.7246,0.3399,0.07047387606318346,0.590320954461435,0.0074
TRACK_0137,0.0,0.8069,0.6183,0.8739369684842422,0.7077,0.407,0.35074929121101656,0.07326499747941523,0.0583
TRACK_0138,0.0,0.88,0.4769,0.7333666833416709,0.1992,0.1533,0.021466180639935196,0.16887917996975296,0.4315
TRACK_0139,0.0,0.3258,0.4306,0.4927463731865933,0.3267,0.78,0.043134872417982986,0.2747437405478071,0.1061
TRACK_0140,0.0,0.5604,0.4976,0.9699849924962483,0.3145,0.5151,0.04536249493722155,0.14333725424298438,0.0708
TRACK_0141,0.0,0.7414,0.372,0.0735367683841921,0.5177,0.7789,0.028250303766707167,0.09830280625105024,0.074
TRACK_0142,0.0,0.7802,0.537,0.16708354177088547,0.632,0.2741,0.027845281490481974,0.004705091581246849,0.24
TRACK_0143,0.0,0.6018,0.9877,0.8689344672336169,0.636,0.2573,0.03503442689347914,0.01562762560914132,0.0566
TRACK_0144,0.0,0.24,0.5921,0.45222611305652827,0.2275,0.7556,0.4125151883353584,0.05074777348344815,0.1274
TRACK_0145,0.0,0.8916,0.502,0.6673336668334168,0.0,0.1998,0.022883758606723367,0.0036968576709796664,0.0663
TRACK_0146,0.0,0.2092,0.4766,0.8684342171085544,0.2899,0.7915,0.02956662616443904,0.15829272391194757,0.3278
TRACK_0147,0.0,0.815,0.5047,0.5707853926963482,0.4385,0.3403,0.004657756176589712,0.35893127205511677,0.2105
TRACK_0148,0.0,0.4885,0.8468,0.10655327663831915,0.8762,0.0366,0.1629202106115836,1.0,0.0089
TRACK_0149,0.0,0.7936,0.4993,0.7388694347173588,0.5344,0.1321,0.32017010935601453,0.0692320618383465,0.0713
TRACK_0150,0.0,0.8456,0.8184,0.8184092046023013,0.7771,0.2366,0.019441069258809233,0.10536044362292052,0.001
TRACK_0151,0.0,0.6904,0.234,0.4487243621810906,0.2806,0.2595,0.04121101660591332,0.0625105024365653,0.0464
TRACK_0152,0.0,0.2512,0.6319,0.38019009504752377,0.6336,0.5677,0.3022478736330498,0.09813476726600572,0.1174
TRACK_0153,0.0,0.661,0.2032,0.7653826913456729,0.938,0.2023,0.2546577561765897,0.16988741388002015,0.5603
TRACK_0154,0.0,0.6897,0.7971,0.4862431215607804,0.7606,0.1273,0.04505872823005265,0.04469837002184507,0.0661
TRACK_0155,0.0,0.7621,0.5965,0.2726363181590795,0.6272,0.3179,0.08100445524503848,0.01713997647454209,0.036
TRACK_0156,0.0,0.6768,0.3998,0.567783891945973,0.6963,0.4676,0.04505872823005265,0.44261468660729286,0.1189
TRACK_0157,0.0,0.7642,0.6026,0.6018009004502252,0.6432,0.1304,0.2597205346294046,0.2895311712317257,0.0466
TRACK_0158,0.0,0.3484,0.636,0.3536768384192096,0.7879,0.3877,0.04100850546780073,0.20349521088892622,0.0578
TRACK_0159,0.0,0.3058,0.5672,0.45222611305652827,0.4758,0.649,0.13416362899959497,0.024365652831456894,0.2403
TRACK_0160,0.0,0.804,0.4192,0.607303651825913,0.2165,0.167,0.12019036046982583,0.03512014787430684,0.0892
TRACK_0161,0.0,0.7912,0.837,0.7178589294647324,0.7778,0.0196,0.1791211016605913,0.6368677533187699,0.0247
TRACK_0162,0.0,0.3954,0.2999,0.08554277138569288,0.5327,0.5065,0.34113001215066824,0.028230549487481094,0.0703
TRACK_0163,0.0,0.3587,0.4952,0.8009004502251126,0.5633,0.1486,0.040400972053462936,0.10401613174256427,0.3818
TRACK_0164,0.0,0.7755,1.0,0.9944972486243122,0.4033,0.0093,0.1646415552855407,0.10939337926398923,0.2361
TRACK_0165,0.0,0.5256,0.3331,0.6903451725862932,0.8703,0.4936,0.03402187120291616,0.10283985884725257,0.0183
TRACK_0166,0.0,0.5153,0.7159,0.927463731865933,0.6654,0.3433,0.04060348319157553,0.06822382792807932,0.0298
TRACK_0167,0.0,0.8947,0.8099,0.6238119059529765,0.7894,0.478,0.014175779667881732,0.18887581919005209,0.0246
TRACK_0168,0.0,0.7256,0.8382,0.08754377188594298,0.3721,0.0394,0.4198055893074119,0.10821710636867754,0.0656
